Details,Posting Date,Description,Amount,Type,Balance,Check or Slip #
DEBIT,02/07/2017,"AMAZON MKTPLACE PMTS AMAZON MKTPLA WA        02/06",-69.95,DEBIT_CARD,1174.39,,
DEBIT,02/06/2017,"PAYPAL           INST XFER  PROEXPRESSD     WEB ID: PAYPALSI77",-14.42,ACH_DEBIT,1244.34,,
DEBIT,02/06/2017,"OHBUYBUYBUY      IAT PAYPAL 1000589658228   WEB ID: 770510487C",-31.00,ACH_DEBIT,1258.76,,
DEBIT,02/06/2017,"Wal-Mart Super Cente PARKERSBURG ( WV        02/06",-11.55,DEBIT_CARD,1289.76,,
DEBIT,02/06/2017,"YCC STORE 00536 VIENNA WV            700647  02/06",-4.28,DEBIT_CARD,1301.31,,
DEBIT,02/06/2017,"SHOE DEPT ENCORE 0063 VIENNA WV      903639  02/06",-58.84,DEBIT_CARD,1305.59,,
DEBIT,02/06/2017,"KOHLS 1063 189 BOSLEY PARKERSBURG WV 907320  02/06",-21.19,DEBIT_CARD,1364.43,,
DEBIT,02/06/2017,"RITE AID STORE - 1405 PARKERSBURG WV 063051  02/06",-9.46,DEBIT_CARD,1385.62,,
DEBIT,02/06/2017,"Wal-Mart Super Cente PARKERSBURG ( WV        02/05",-34.05,DEBIT_CARD,1395.08,,
DEBIT,02/06/2017,"MCDONALD'S F3615 PARKERSBURG WV              02/04",-5.23,DEBIT_CARD,1429.13,,
DEBIT,02/06/2017,"KROGER 107 DIVISION ST PARKERSBURG WV557777  02/04",-25.03,DEBIT_CARD,1434.36,,
DEBIT,02/06/2017,"SWEET FROG 300141 PARKERSBURG WV             02/03",-8.81,DEBIT_CARD,1459.39,,
DEBIT,02/06/2017,"FIREHOUSE SUBS #73 VIENNA WV                 02/03",-26.51,DEBIT_CARD,1468.20,,
DEBIT,02/03/2017,"KOHLS 1063 189 BOSLEY PARKERSBURG WV 854180  02/03",-35.68,DEBIT_CARD,1494.71,,
DEBIT,02/03/2017,"DOLLAR TREE PARKERSBURG WV                   02/02",-11.00,DEBIT_CARD,1530.39,,
DEBIT,02/03/2017,"MCDONALD'S F3615 PARKERSBURG WV              02/02",-4.35,DEBIT_CARD,1541.39,,
DEBIT,02/02/2017,"PAT CATANS 34 PARKERSB PARKERSBURG WV966617  02/02",-27.72,DEBIT_CARD,1545.74,,
DEBIT,02/02/2017,"PAR MAR #3 PARKERSBURG WV                    02/02",-17.90,DEBIT_CARD,1573.46,,
DEBIT,02/02/2017,"WM SUPERC Wal-Mart S PARKERSBURG ( WV        02/02",-43.55,DEBIT_CARD,1591.36,,
DEBIT,02/02/2017,"Wal-Mart Super Cente PARKERSBURG ( WV        02/02",-10.22,DEBIT_CARD,1634.91,,
DEBIT,02/01/2017,"CABELAS VISA     PAYMENTS                   WEB ID: 2470839081",-74.00,ACH_DEBIT,1645.13,,
DEBIT,02/01/2017,"QUICKEN LOANS    MTG PYMTS  3357858229      WEB ID: 9112356513",-670.35,ACH_DEBIT,1719.13,,
DEBIT,02/01/2017,"GIHON VILLAGE F PARKERSBURG WV               02/01",-37.38,DEBIT_CARD,2389.48,,
DEBIT,02/01/2017,"NEW CHINA PARKERSBURG WV                     01/30",-15.52,DEBIT_CARD,2426.86,,
DEBIT,01/31/2017,"PAYPAL           INST XFER  PROEXPRESSD     WEB ID: PAYPALSI77",-12.42,ACH_DEBIT,2442.38,,
DEBIT,01/31/2017,"Payment to Chase card ending in 2079 01/31",-25.00,ACCT_XFER,2454.80,,
DEBIT,01/31/2017,"Online Payment 5971509882 To DOMINION HOPE 01/31",-135.30,BILLPAY,2479.80,,
DEBIT,01/30/2017,"PAYPAL           INST XFER  GODADDY.COM     WEB ID: PAYPALSI77",-11.76,ACH_DEBIT,2615.10,,
DEBIT,01/30/2017,"Wal-Mart Super Cente PARKERSBURG ( WV        01/28",-79.99,DEBIT_CARD,2626.86,,
DEBIT,01/30/2017,"DOLLAR TR 130 PARK CEN PARKERSBURG WV        01/28",-9.56,DEBIT_CARD,2706.85,,
DEBIT,01/30/2017,"PAT CATANS 34 PARKERSB PARKERSBURG WV993408  01/28",-15.13,DEBIT_CARD,2716.41,,
DEBIT,01/30/2017,"PARKERSBURG RURAL KING PARKERSBURG WV        01/28",-12.83,DEBIT_CARD,2731.54,,
DEBIT,01/30/2017,"KROGER    1008 LEE STR BELPRE OH             01/28",-118.93,DEBIT_CARD,2744.37,,
DEBIT,01/30/2017,"RITE AID STORE - 1405 PARKERSBURG WV 060067  01/28",-82.81,DEBIT_CARD,2863.30,,
DEBIT,01/30/2017,"SHELL OIL 57444240402 PARKERSBURG WV         01/27",-15.03,DEBIT_CARD,2946.11,,
CREDIT,01/30/2017,"AGRI TREAS 310     FED SAL                  PPD ID: 9101036009",1312.14,ACH_CREDIT,2961.14,,
DEBIT,01/27/2017,"NON-CHASE ATM FEE-WITH",-2.50,FEE_TRANSACTION,1649.00,,
DEBIT,01/27/2017,"NON-CHASE ATM WITHDRAW               008977  01/27206 LAFAY",-62.00,ATM,1651.50,,
DEBIT,01/27/2017,"THIRD STREET DELI - PA PARKERSBURG WV        01/26",-11.50,DEBIT_CARD,1713.50,,
DEBIT,01/27/2017,"OLLIES BARGAIN OUTLET PARKERSBURG WV         01/26",-17.03,DEBIT_CARD,1725.00,,
DEBIT,01/27/2017,"MCDONALD'S F3615 PARKERSBURG WV              01/26",-2.02,DEBIT_CARD,1742.03,,
DEBIT,01/27/2017,"PAYPAL *NETFLIX.COM 402-935-7733 CA          01/26",-9.99,DEBIT_CARD,1744.05,,
DEBIT,01/26/2017,"PAYPAL           INST XFER  PRINTEXMARK     WEB ID: PAYPALSI77",-5.04,ACH_DEBIT,1754.04,,
DEBIT,01/26/2017,"PAYPAL           INST XFER  ESUPPLIES       WEB ID: PAYPALSI77",-5.99,ACH_DEBIT,1759.08,,
DEBIT,01/26/2017,"PAYPAL           INST XFER  EZTRONICSCO     WEB ID: PAYPALSI77",-74.09,ACH_DEBIT,1765.07,,
DEBIT,01/26/2017,"Old Navy CC      OLDN EPAY  1235185106      WEB ID: 9069872103",-200.52,ACH_DEBIT,1839.16,,
DEBIT,01/26/2017,"JCPenney CC      JCP EPAY   1235186680      WEB ID: 9069872103",-212.05,ACH_DEBIT,2039.68,,
DEBIT,01/26/2017,"BARCLAYCARD US   CREDITCARD 429549330       WEB ID: 2510407970",-1947.66,ACH_DEBIT,2251.73,,
DEBIT,01/26/2017,"KMART 3218 PARKERSBURG WV                    01/26",-15.54,DEBIT_CARD,4199.39,,
DEBIT,01/26/2017,"Payment to Chase card ending in 7433 01/26",-1280.00,ACCT_XFER,4214.93,,
DEBIT,01/26/2017,"MCDONALD'S F3615 PARKERSBURG WV              01/25",-5.11,DEBIT_CARD,5494.93,,
DEBIT,01/26/2017,"FIREHOUSE SUBS #73 VIENNA WV                 01/25",-7.16,DEBIT_CARD,5500.04,,
DEBIT,01/26/2017,"FIREHOUSE SUBS #73 VIENNA WV                 01/25",-21.79,DEBIT_CARD,5507.20,,
CREDIT,01/26/2017,"MICROBAC LABS    DIRECT DEP                 PPD ID: 9111111103",140.96,ACH_CREDIT,5528.99,,
DEBIT,01/25/2017,"CAPITAL ONE      ONLINE PMT 702539919403551 WEB ID: 9279744991",-457.35,ACH_DEBIT,5388.03,,
DEBIT,01/25/2017,"PAT CATANS 34 PARKERSB PARKERSBURG WV382277  01/25",-20.88,DEBIT_CARD,5845.38,,
DEBIT,01/25/2017,"Wal-Mart Super Cente PARKERSBURG ( WV        01/25",-48.15,DEBIT_CARD,5866.26,,
DEBIT,01/25/2017,"OSUWMC MYCHART 614-292-2100 OH               01/24",-110.00,DEBIT_CARD,5914.41,,
DEBIT,01/25/2017,"Amazon.com AMZN.COM/BILL WA                  01/25",-261.60,DEBIT_CARD,6024.41,,
DEBIT,01/25/2017,"Amazon.com AMZN.COM/BILL WA                  01/25",-34.79,DEBIT_CARD,6286.01,,
DEBIT,01/24/2017,"CAPITAL ONE      ONLINE PMT 702439919248833 WEB ID: 9279744991",-6225.59,ACH_DEBIT,6320.80,,
DEBIT,01/24/2017,"Payment to Chase card ending in 9786 01/24",-803.63,ACCT_XFER,12546.39,,
DEBIT,01/24/2017,"PAYPAL *LORIWHITLOC 402-935-7733 CA          01/23",-3.99,DEBIT_CARD,13350.02,,
DEBIT,01/24/2017,"PAYPAL *FABRICCUTUP 402-935-7733 CA          01/23",-1.99,DEBIT_CARD,13354.01,,
DEBIT,01/23/2017,"CBS ALL ACCESS 888-274-5343 CA               01/19",-9.99,DEBIT_CARD,13356.00,,
DEBIT,01/23/2017,"WalMart CC       WM EPAY    1232437393      WEB ID: 9069872103",-25.00,ACH_DEBIT,13365.99,,
DEBIT,01/23/2017,"Old Navy CC      OLDN EPAY  1232433536      WEB ID: 9069872103",-25.00,ACH_DEBIT,13390.99,,
DEBIT,01/23/2017,"PAYMENT FOR AMZ  STORECARD  1232433876      WEB ID: 9069872103",-25.00,ACH_DEBIT,13415.99,,
DEBIT,01/23/2017,"Lowes CC         LWS EPAY   1232432948      WEB ID: 9069872103",-26.00,ACH_DEBIT,13440.99,,
DEBIT,01/23/2017,"SUDDENLINK COMMUNICTN 304-343-3343 MO        01/23",-94.71,DEBIT_CARD,13466.99,,
DEBIT,01/23/2017,"FIREHOUSE SUBS #73 VIENNA WV                 01/20",-19.01,DEBIT_CARD,13561.70,,
DSLIP,01/23/2017,"DEPOSIT  ID NUMBER 508082",13275.14,DEPOSIT,13580.71,,
DEBIT,01/20/2017,"PAT CATANS 34 PARKERSB PARKERSBURG WV686111  01/20",-17.53,DEBIT_CARD,305.57,,
DEBIT,01/19/2017,"1875 Great Clips at Ma PARKERSBURG WV        01/18",-46.00,DEBIT_CARD,323.10,,
DEBIT,01/18/2017,"CAPITAL ONE AUTO CARPAY     006207526344001 WEB ID: 9541719806",-312.62,ACH_DEBIT,369.10,,
DEBIT,01/18/2017,"CRICUT 877-343-2881 UT                       01/17",-9.99,DEBIT_CARD,681.72,,
DEBIT,01/17/2017,"BARCLAYCARD US   CREDITCARD 427700775       WEB ID: 2510407970",-50.00,ACH_DEBIT,691.71,,
DEBIT,01/17/2017,"MOTORISTS INSURA INS PREM                   PPD ID: 1314259550",-227.01,ACH_DEBIT,741.71,,
DEBIT,01/17/2017,"GIHON VILLAGE F PARKERSBURG WV               01/17",-29.35,DEBIT_CARD,968.72,,
DEBIT,01/17/2017,"BP#6456552PAR MAR #3 PARKERSBURG WV          01/16",-20.01,DEBIT_CARD,998.07,,
DEBIT,01/17/2017,"RITE AID STORE - 1405 PARKERSBURG WV 163481  01/16",-3.29,DEBIT_CARD,1018.08,,
DEBIT,01/17/2017,"GOODWILL KV VIENNA 3 VIENNA WV       798849  01/16",-6.93,DEBIT_CARD,1021.37,,
DEBIT,01/17/2017,"SHOE CARNIVAL #0 603 G VIENNA WV     835355  01/16",-30.56,DEBIT_CARD,1028.30,,
DEBIT,01/17/2017,"Wal-Mart Super Cente PARKERSBURG ( WV        01/16",-38.79,DEBIT_CARD,1058.86,,
DEBIT,01/17/2017,"Payment to Chase card ending in 9786 01/17",-25.00,ACCT_XFER,1097.65,,
DEBIT,01/17/2017,"DOLLAR TR 220 GIHON VL PARKERSBURG WV        01/16",-3.21,DEBIT_CARD,1122.65,,
DEBIT,01/17/2017,"MCHAPPY'S BAKE SHOPPE BELPRE OH              01/15",-15.27,DEBIT_CARD,1125.86,,
DEBIT,01/17/2017,"PAT CATANS 34 PARKERSB PARKERSBURG WV850689  01/14",-25.12,DEBIT_CARD,1141.13,,
DEBIT,01/17/2017,"Wal-Mart Super Cente PARKERSBURG ( WV        01/14",-37.17,DEBIT_CARD,1166.25,,
DEBIT,01/17/2017,"Wal-Mart Super Cente PARKERSBURG ( WV        01/14",-116.30,DEBIT_CARD,1203.42,,
CREDIT,01/17/2017,"AGRI TREAS 310     FED SAL                  PPD ID: 9101036009",1290.76,ACH_CREDIT,1319.72,,
DEBIT,01/12/2017,"HLU*Hulu 42716429-U HULU.COM/BILL CA         01/12",-20.98,DEBIT_CARD,28.96,,
DEBIT,01/12/2017,"BLIZZARD ENT*WOW SUB BLIZZARD.COM CA         01/12",-14.99,DEBIT_CARD,49.94,,
DEBIT,01/12/2017,"MCDONALD'S F29646 MARIETTA OH                01/11",-2.92,DEBIT_CARD,64.93,,
CREDIT,01/12/2017,"MICROBAC LABS    DIRECT DEP                 PPD ID: 9111111103",10.65,ACH_CREDIT,67.85,,
DEBIT,01/11/2017,"Wal-Mart Super Center MARIETTA OH            01/11",-19.97,DEBIT_CARD,57.20,,
DEBIT,01/11/2017,"LITTLE CAESARS 0242 00 PARKERSBURG WV        01/10",-9.10,DEBIT_CARD,77.17,,
DEBIT,01/11/2017,"DISCOUNT POOL SUPPLY PARKERSBURG WV          01/10",-52.99,DEBIT_CARD,86.27,,
DEBIT,01/10/2017,"KOHL'S DEPT STRS CHG PYMT   043000094452238 WEB ID: 9044021343",-27.00,ACH_DEBIT,139.26,,
DEBIT,01/10/2017,"BLIZZARD ENT*WOW SUB BLIZZARD.COM CA         01/09",-14.99,DEBIT_CARD,166.26,,
CREDIT,01/10/2017,"CAPITAL ONE N.A. CAPITALONE                 PPD ID: 1510394779",50.00,ACH_CREDIT,181.25,,
DEBIT,01/09/2017,"CBS ALL ACCESS 888-274-5343 CA               01/06",-1.68,DEBIT_CARD,131.25,,
DEBIT,01/09/2017,"JCPenney CC      JCP EPAY   1218835243      WEB ID: 9069872103",-35.00,ACH_DEBIT,132.93,,
DEBIT,01/09/2017,"Wal-Mart Super Cente PARKERSBURG ( WV        01/07",-20.02,DEBIT_CARD,167.93,,
DEBIT,01/06/2017,"Payment to Chase card ending in 7433 01/06",-114.00,ACCT_XFER,187.95,,
DEBIT,01/05/2017,"CABELAS VISA     PAYMENTS                   WEB ID: 2470839081",-75.00,ACH_DEBIT,301.95,,
DEBIT,01/05/2017,"QUICKEN LOANS    MTG PYMTS  3357858229      WEB ID: 9112356513",-670.35,ACH_DEBIT,376.95,,
CREDIT,01/05/2017,"CAPITAL ONE N.A. CAPITALONE                 PPD ID: 1510394779",100.00,ACH_CREDIT,1047.30,,
DEBIT,01/03/2017,"HLU*Hulu 42716429-U HULU.COM/BILL CA         01/01",-3.19,DEBIT_CARD,947.30,,
DEBIT,01/03/2017,"PAYPAL           INST XFER  EG ACTION       WEB ID: PAYPALSI77",-6.95,ACH_DEBIT,950.49,,
DEBIT,01/03/2017,"PAYPAL           INST XFER  OPENMINDSOF     WEB ID: PAYPALSI77",-8.90,ACH_DEBIT,957.44,,
DEBIT,01/03/2017,"PAYPAL           INST XFER  DAILYSMARTB     WEB ID: PAYPALSI77",-10.98,ACH_DEBIT,966.34,,
DEBIT,01/03/2017,"PAYPAL           INST XFER  GODADDY.COM     WEB ID: PAYPALSI77",-31.38,ACH_DEBIT,977.32,,
DEBIT,01/03/2017,"DOLLAR TR 220 GIHON VL PARKERSBURG WV        01/02",-11.64,DEBIT_CARD,1008.70,,
DEBIT,01/03/2017,"Wal-Mart Super Cente PARKERSBURG ( WV        01/02",-3.56,DEBIT_CARD,1020.34,,
DEBIT,01/03/2017,"FAMILY DOLLAR #0715 PARKERSBURG WV           01/02",-4.55,DEBIT_CARD,1023.90,,
DEBIT,01/03/2017,"THE HOME DEPOT #4803 VIENNA WV       502614  01/02",-19.23,DEBIT_CARD,1028.45,,
DEBIT,01/03/2017,"Wal-Mart Super Cente PARKERSBURG ( WV        01/02",-127.55,DEBIT_CARD,1047.68,,
DEBIT,01/03/2017,"LOWE'S #2246 2 WALTON PARKERSBURG WV         01/02",-16.03,DEBIT_CARD,1175.23,,
DEBIT,01/03/2017,"FAMILY DOLLAR # PARKERSBURG WV               01/01",-29.01,DEBIT_CARD,1191.26,,
DEBIT,01/03/2017,"JOANN FABRIC #0506 MARIETTA OH               01/01",-13.36,DEBIT_CARD,1220.27,,
DEBIT,01/03/2017,"GIHON VILLAGE F PARKERSBURG WV               12/31",-8.34,DEBIT_CARD,1233.63,,
DEBIT,01/03/2017,"KROGER    930 DIVISON PARKERSBURG WV         12/31",-19.05,DEBIT_CARD,1241.97,,
DEBIT,01/03/2017,"OFFICE DEPOT 00 4030 M PARKERSBURG WV841000  12/31",-19.25,DEBIT_CARD,1261.02,,
DEBIT,01/03/2017,"Wal-Mart Super Center VIENNA WV              12/31",-18.63,DEBIT_CARD,1280.27,,
DEBIT,01/03/2017,"GIHON VILLAGE F PARKERSBURG WV               12/31",-52.17,DEBIT_CARD,1298.90,,
DEBIT,01/03/2017,"Online Transfer 5904537886 to One Community FCU ####9000 transaction #: 5904537886 01/03",-270.00,ACCT_XFER,1351.07,,
DEBIT,01/03/2017,"Payment to Chase card ending in 2079 01/03",-25.00,ACCT_XFER,1621.07,,
DEBIT,01/03/2017,"7-ELEVEN 35921 VIENNA WV                     12/29",-20.95,DEBIT_CARD,1646.07,,
CREDIT,01/03/2017,"AGRI TREAS 310     FED SAL                  PPD ID: 9101036009",1390.76,ACH_CREDIT,1667.02,,
DEBIT,12/30/2016,"RITE AID STORE - 1405 PARKERSBURG WV 326385  12/30",-10.00,DEBIT_CARD,276.26,,
DEBIT,12/30/2016,"WM SUPERC Wal-Mart S PARKERSBURG ( WV        12/30",-11.63,DEBIT_CARD,286.26,,
DEBIT,12/30/2016,"INMAN FAMILY EYECARE I PARKERSBURG WV        12/30",-10.00,DEBIT_CARD,297.89,,
DEBIT,12/30/2016,"COLOMBOS RESTAURANT PARKERSBURG WV           12/29",-41.77,DEBIT_CARD,307.89,,
DEBIT,12/30/2016,"THIRD STREET DELI - PA PARKERSBURG WV        12/29",-6.69,DEBIT_CARD,349.66,,
DEBIT,12/30/2016,"BP#6457006PAR MAR STOR PARKERSBURG WV        12/29",-21.17,DEBIT_CARD,356.35,,
DEBIT,12/29/2016,"PAYPAL           INST XFER  MICROSOFTCO     WEB ID: PAYPALSI77",-2.13,ACH_DEBIT,377.52,,
DEBIT,12/29/2016,"PAYPAL           INST XFER  REMINGTON       WEB ID: PAYPALSI77",-20.90,ACH_DEBIT,379.65,,
DEBIT,12/29/2016,"THE HOME DEPOT #4803 VIENNA WV       638412  12/29",-9.78,DEBIT_CARD,400.55,,
DEBIT,12/29/2016,"THE HOME DEPOT #4803 VIENNA WV       811282  12/29",-0.79,DEBIT_CARD,410.33,,
DEBIT,12/29/2016,"PAR MAR STORE # PARKERSBURG WV               12/29",-5.17,DEBIT_CARD,411.12,,
DEBIT,12/29/2016,"Amazon.com AMZN.COM/BILL WA                  12/28",-78.98,DEBIT_CARD,416.29,,
CREDIT,12/29/2016,"MICROBAC LABS    DIRECT DEP                 PPD ID: 9111111103",170.95,ACH_CREDIT,495.27,,
DEBIT,12/28/2016,"PAYPAL           INST XFER  OPENMINDSOF     WEB ID: PAYPALSI77",-7.98,ACH_DEBIT,324.32,,
DEBIT,12/28/2016,"XPOMALL          IAT PAYPAL 1000406662617   WEB ID: 770510487C",-32.90,ACH_DEBIT,332.30,,
DEBIT,12/28/2016,"Wal-Mart Super Cente PARKERSBURG ( WV        12/28",-22.08,DEBIT_CARD,365.20,,
DEBIT,12/28/2016,"GIHON VILLAGE F PARKERSBURG WV               12/28",-10.96,DEBIT_CARD,387.28,,
DEBIT,12/28/2016,"OLLIES BARGAIN OUTLET PARKERSBURG WV         12/27",-26.74,DEBIT_CARD,398.24,,
DEBIT,12/28/2016,"1875 Great Clips at Ma PARKERSBURG WV        12/27",-19.00,DEBIT_CARD,424.98,,
CREDIT,12/28/2016,"ATM CASH DEPOSIT 12/28 321 MAIN ST BELPRE OH",100.00,ATM,443.98,,
DEBIT,12/27/2016,"AUDIOBOOKS.COM 855-876-6195 NY               12/24",-14.95,DEBIT_CARD,343.98,,
DEBIT,12/27/2016,"AmazonPrime Membersh amzn.com/prme WA        12/26",-105.93,DEBIT_CARD,358.93,,
DEBIT,12/27/2016,"PAT CATANS 34 PARKERSB PARKERSBURG WV754787  12/27",-7.86,DEBIT_CARD,464.86,,
DEBIT,12/27/2016,"WM SUPERC Wal-Mart S PARKERSBURG ( WV        12/27",-26.56,DEBIT_CARD,472.72,,
DEBIT,12/27/2016,"BURGER KING #12920 PARKERSBURG WV            12/26",-4.36,DEBIT_CARD,499.28,,
DEBIT,12/27/2016,"Wal-Mart Super Cente PARKERSBURG ( WV        12/26",-27.26,DEBIT_CARD,503.64,,
DEBIT,12/27/2016,"PAYPAL *NETFLIX.COM 402-935-7733 CA          12/26",-9.99,DEBIT_CARD,530.90,,
DSLIP,12/27/2016,"DEPOSIT  ID NUMBER 808220",150.00,DEPOSIT,540.89,,
DEBIT,12/27/2016,"AmazonPrime Membersh amzn.com/prme WA        12/26",105.93,DEBIT_CARD,390.89,,
CREDIT,12/27/2016,"ATM CASH DEPOSIT 12/26 321 MAIN ST BELPRE OH",200.00,ATM,284.96,,
DEBIT,12/23/2016,"Lowes CC         LWS EPAY   1210746964      WEB ID: 9069872103",-25.00,ACH_DEBIT,84.96,,
DEBIT,12/23/2016,"PAYMENT FOR AMZ  STORECARD  1210747321      WEB ID: 9069872103",-25.00,ACH_DEBIT,109.96,,
DEBIT,12/22/2016,"1875 Great Clips at Ma PARKERSBURG WV        12/21",-15.00,DEBIT_CARD,134.96,,
DEBIT,12/22/2016,"SQ *KASE'S CANDIES Parkersburg WV            12/21",-5.85,DEBIT_CARD,149.96,,
DEBIT,12/22/2016,"THE ORIGINAL PIZZA PLAC VIENNA WV            12/21",-16.28,DEBIT_CARD,155.81,,
DSLIP,12/22/2016,"Cash Redemption",20.07,DEPOSIT,172.09,,
DEBIT,12/21/2016,"CBS ALL ACCESS 888-274-5343 CA               12/19",-5.99,DEBIT_CARD,152.02,,
DEBIT,12/21/2016,"KOHLS 1063 189 BOSLEY PARKERSBURG WV 907841  12/21",-2.19,DEBIT_CARD,158.01,,
DEBIT,12/21/2016,"MCDONALD'S F3615 PARKERSBURG WV              12/20",-12.22,DEBIT_CARD,160.20,,
DEBIT,12/21/2016,"POPEYE'S #12190 VIENNA WV                    12/20",-4.92,DEBIT_CARD,172.42,,
DEBIT,12/20/2016,"DOLLAR-GE 4 8TH AVE PARKERSBURG WV           12/20",-5.67,DEBIT_CARD,177.34,,
DEBIT,12/20/2016,"Wal-Mart Super Cente PARKERSBURG ( WV        12/20",-24.31,DEBIT_CARD,183.01,,
DEBIT,12/20/2016,"OLLIES BARGAIN OUTLET PARKERSBURG WV         12/19",-4.00,DEBIT_CARD,207.32,,
DEBIT,12/20/2016,"MCDONALD'S F3615 PARKERSBURG WV              12/19",-6.07,DEBIT_CARD,211.32,,
DEBIT,12/19/2016,"CAPITAL ONE      ONLINE PMT 635239919292798 WEB ID: 9279744991",-300.00,ACH_DEBIT,217.39,,
DEBIT,12/19/2016,"PAT CATANS 34 PARKERSB PARKERSBURG WV023521  12/19",-27.61,DEBIT_CARD,517.39,,
DEBIT,12/19/2016,"LOWE'S #2246 PARKERSBURG WV          414689  12/18",-58.54,DEBIT_CARD,545.00,,
DEBIT,12/19/2016,"MCHAPPY'S BAKE SHOPPE BELPRE OH              12/18",-19.85,DEBIT_CARD,603.54,,
DEBIT,12/19/2016,"DOLLAR-GE 2107 PIKE ST PARKERSBURG WV        12/17",-14.20,DEBIT_CARD,623.39,,
DEBIT,12/19/2016,"RITE AID STORE - 1405 PARKERSBURG WV 252896  12/17",-50.24,DEBIT_CARD,637.59,,
DEBIT,12/19/2016,"DON EMILIOS RESTAURANT PARKERSBURG WV        12/17",-21.39,DEBIT_CARD,687.83,,
DEBIT,12/19/2016,"SUBWAY        00467282 PARKERSBURG WV        12/17",-16.43,DEBIT_CARD,709.22,,
DEBIT,12/19/2016,"LOWE'S #2246 PARKERSBURG WV          221065  12/17",-83.96,DEBIT_CARD,725.65,,
DEBIT,12/19/2016,"Online Payment 5873954433 To City of Parkersburg 12/19",-26.29,BILLPAY,809.61,,
DEBIT,12/19/2016,"Online Payment 5873953154 To DOMINION HOPE 12/19",-87.06,BILLPAY,835.90,,
DEBIT,12/19/2016,"Online Payment 5873953166 To PARKERSBURG UTILITY WV 12/19",-105.27,BILLPAY,922.96,,
DEBIT,12/19/2016,"Online Payment 5873953161 To MONONGAHELA POWER 12/19",-158.96,BILLPAY,1028.23,,
DEBIT,12/19/2016,"WM SUPERC Wal-Mart S PARKERSBURG ( WV        12/17 Purchase $104.85 Cash Back $20.00",-124.85,DEBIT_CARD,1187.19,,
DEBIT,12/19/2016,"KFC J625182 PARKERSBURG WV                   12/16",-5.21,DEBIT_CARD,1312.04,,
CREDIT,12/19/2016,"AGRI TREAS 310     FED SAL                  PPD ID: 9101036009",1289.26,ACH_CREDIT,1317.25,,
DEBIT,12/16/2016,"MOTORISTS INSURA INS PREM                   PPD ID: 1314259550",-227.15,ACH_DEBIT,27.99,,
DEBIT,12/16/2016,"DOLLAR TR 220 GIHON VL PARKERSBURG WV        12/16",-4.21,DEBIT_CARD,255.14,,
CREDIT,12/15/2016,"MICROBAC LABS    DIRECT DEP                 PPD ID: 9111111103",233.05,ACH_CREDIT,259.35,,
DEBIT,12/13/2016,"HLU*Hulu 42716429-U HULU.COM/BILL CA         12/12",-11.99,DEBIT_CARD,26.30,,
DEBIT,12/12/2016,"RITE AID STORE - 1405 PARKERSBURG WV 075602  12/12",-3.85,DEBIT_CARD,38.29,,
DEBIT,12/12/2016,"BLIZZARD ENT*WOW SUB BLIZZARD.COM CA         12/12",-14.99,DEBIT_CARD,42.14,,
DEBIT,12/12/2016,"BLIZZARD ENT*WOW SUB BLIZZARD.COM CA         12/09",-14.99,DEBIT_CARD,57.13,,
DEBIT,12/09/2016,"DOLLAR-GE 4 8TH AVE PARKERSBURG WV           12/09",-7.97,DEBIT_CARD,72.12,,
DEBIT,12/09/2016,"WE LUV PETS - MARI MARIETTA OH               12/08",-10.71,DEBIT_CARD,80.09,,
DEBIT,12/09/2016,"MCDONALD'S F3615 PARKERSBURG WV              12/08",-3.73,DEBIT_CARD,90.80,,
DEBIT,12/08/2016,"JCPenney CC      JCP EPAY   1196694686      WEB ID: 9069872103",-35.00,ACH_DEBIT,94.53,,
DEBIT,12/08/2016,"RITE AID STORE - 1405 PARKERSBURG WV 419466  12/08",-11.20,DEBIT_CARD,129.53,,
DEBIT,12/08/2016,"DOLLAR-GE 2107 PIKE ST PARKERSBURG WV        12/08",-12.79,DEBIT_CARD,140.73,,
DEBIT,12/06/2016,"KOHL'S DEPT STRS CHG PYMT   043000098982886 WEB ID: 9044021343",-27.00,ACH_DEBIT,153.52,,
DEBIT,12/06/2016,"DISCOUNT POOL SUPPLY PARKERSBURG WV          12/05",-64.63,DEBIT_CARD,180.52,,
DEBIT,12/06/2016,"GO MART #122 PARKERSBURG WV                  12/04",-20.00,DEBIT_CARD,245.15,,
DEBIT,12/06/2016,"AMAZON MKTPLACE PMTS AMZN.COM/BILL WA        12/05",-8.98,DEBIT_CARD,265.15,,
CREDIT,12/06/2016,"ATM CASH DEPOSIT 12/06 321 MAIN ST BELPRE OH",120.00,ATM,274.13,,
DEBIT,12/05/2016,"CABELAS VISA     PAYMENTS                   WEB ID: 2470839081",-67.00,ACH_DEBIT,154.13,,
DEBIT,12/05/2016,"QUICKEN LOANS    MTG PYMTS  3357858229      WEB ID: 9112356513",-670.35,ACH_DEBIT,221.13,,
DEBIT,12/05/2016,"Wal-Mart Super Cente PARKERSBURG ( WV        12/05",-19.79,DEBIT_CARD,891.48,,
DEBIT,12/05/2016,"WM SUPERC Wal-Mart S PARKERSBURG ( WV        12/04",-27.96,DEBIT_CARD,911.27,,
DEBIT,12/05/2016,"CRICUT 877-727-4288 UT                       12/03",-9.99,DEBIT_CARD,939.23,,
DEBIT,12/05/2016,"Wal-Mart Super Center MARIETTA OH            12/03",-313.38,DEBIT_CARD,949.22,,
